user_id,movie,genres,rating,timestamp,watch_time_percent
U0192,Star Wars,"Sci-Fi, Adventure",3.3,2025-02-15 10:45:49.541966,100.0
U0426,Jurassic Park,"Adventure, Sci-Fi",4.2,2024-06-11 10:45:49.541993,72.0
U0152,Pulp Fiction,"Crime, Drama",4.2,2024-03-08 10:45:49.542009,100.0
U0354,The Matrix,"Sci-Fi, Action",3.7,2024-07-11 10:45:49.542024,34.0
U0090,The Shawshank Redemption,Drama,2.6,2024-08-18 10:45:49.542043,36.0
U0306,The Lion King,"Animation, Family",5.0,2024-09-07 10:45:49.542060,81.0
U0395,Parasite,"Thriller, Drama",3.6,2024-05-23 10:45:49.542073,81.0
U0257,Inception,"Sci-Fi, Thriller",4.8,2024-06-05 10:45:49.542090,94.0
U0444,Star Wars,"Sci-Fi, Adventure",2.6,2025-02-10 10:45:49.542104,95.0
U0416,Jurassic Park,"Adventure, Sci-Fi",2.2,2023-11-28 10:45:49.542119,100.0
U0203,The Godfather,"Crime, Drama",2.9,2024-07-02 10:45:49.542136,98.0
U0484,Toy Story,"Animation, Comedy",2.8,2023-12-26 10:45:49.542152,47.0
U0389,Pulp Fiction,"Crime, Drama",2.6,2025-08-08 10:45:49.542169,68.0
U0382,Forrest Gump,"Drama, Romance",2.4,2024-09-18 10:45:49.542186,93.0
U0189,Forrest Gump,"Drama, Romance",5.0,2024-05-27 10:45:49.542199,57.0
U0270,The Avengers,"Action, Adventure",3.2,2025-02-10 10:45:49.542215,100.0
U0093,Forrest Gump,"Drama, Romance",3.5,2023-11-09 10:45:49.542231,84.0
U0001,Jurassic Park,"Adventure, Sci-Fi",1.5,2024-11-07 10:45:49.542244,100.0
U0422,Inception,"Sci-Fi, Thriller",3.8,2025-04-01 10:45:49.542257,100.0
U0283,The Dark Knight,"Action, Thriller",3.8,2024-10-20 10:45:49.542274,74.0
U0240,The Matrix,"Sci-Fi, Action",2.8,2025-05-31 10:45:49.542288,89.0
U0189,The Shawshank Redemption,Drama,5.0,2025-04-13 10:45:49.542301,85.0
U0074,Interstellar,"Sci-Fi, Drama",3.2,2024-07-23 10:45:49.542316,83.0
U0306,Toy Story,"Animation, Comedy",3.1,2024-09-20 10:45:49.542329,56.0
U0393,Jurassic Park,"Adventure, Sci-Fi",3.9,2025-04-13 10:45:49.542342,100.0
U0488,Inception,"Sci-Fi, Thriller",2.4,2023-12-22 10:45:49.542356,42.0
U0364,Interstellar,"Sci-Fi, Drama",3.9,2024-01-29 10:45:49.542369,66.0
U0318,Jurassic Park,"Adventure, Sci-Fi",4.0,2024-01-01 10:45:49.542382,57.0
U0214,The Godfather,"Crime, Drama",4.3,2024-06-30 10:45:49.542394,70.0
U0144,Parasite,"Thriller, Drama",4.5,2024-05-04 10:45:49.542407,62.0
U0018,Titanic,"Romance, Drama",2.9,2025-01-15 10:45:49.542420,98.0
U0153,The Shawshank Redemption,Drama,3.1,2023-09-06 10:45:49.542434,70.0
U0472,The Shawshank Redemption,Drama,3.9,2023-09-14 10:45:49.542446,50.0
U0360,The Shawshank Redemption,Drama,4.2,2024-04-03 10:45:49.542463,47.0
U0181,The Dark Knight,"Action, Thriller",3.8,2025-07-03 10:45:49.542476,83.0
U0170,The Dark Knight,"Action, Thriller",5.0,2024-03-12 10:45:49.542494,91.0
U0458,Forrest Gump,"Drama, Romance",3.2,2024-11-29 10:45:49.542507,83.0
U0099,The Shawshank Redemption,Drama,3.0,2024-10-20 10:45:49.542525,87.0
U0190,Interstellar,"Sci-Fi, Drama",3.5,2025-01-19 10:45:49.542539,72.0
U0163,The Matrix,"Sci-Fi, Action",4.3,2025-04-29 10:45:49.542554,37.0
U0022,Parasite,"Thriller, Drama",3.7,2024-07-02 10:45:49.542567,82.0
U0414,Star Wars,"Sci-Fi, Adventure",4.1,2024-05-27 10:45:49.542580,79.0
U0059,The Godfather,"Crime, Drama",1.7,2024-08-07 10:45:49.542593,26.0
U0388,The Matrix,"Sci-Fi, Action",3.4,2024-10-28 10:45:49.542606,43.0
U0171,Inception,"Sci-Fi, Thriller",4.9,2024-12-12 10:45:49.542619,100.0
U0198,Toy Story,"Animation, Comedy",3.4,2024-12-02 10:45:49.542632,65.0
U0202,Forrest Gump,"Drama, Romance",3.9,2025-07-02 10:45:49.542645,100.0
U0327,Inception,"Sci-Fi, Thriller",4.0,2024-11-25 10:45:49.542658,73.0
U0402,The Lion King,"Animation, Family",3.7,2025-07-23 10:45:49.542670,63.0
U0357,Pulp Fiction,"Crime, Drama",5.0,2024-10-18 10:45:49.542683,71.0
U0053,Jurassic Park,"Adventure, Sci-Fi",2.7,2024-11-05 10:45:49.542695,42.0
U0071,Titanic,"Romance, Drama",5.0,2024-09-10 10:45:49.542708,87.0
U0489,The Shawshank Redemption,Drama,5.0,2024-12-29 10:45:49.542720,78.0
U0019,The Godfather,"Crime, Drama",3.9,2024-02-29 10:45:49.542733,84.0
U0295,Interstellar,"Sci-Fi, Drama",4.6,2024-07-12 10:45:49.542745,13.0
U0432,The Dark Knight,"Action, Thriller",2.9,2025-02-18 10:45:49.542758,60.0
U0046,The Matrix,"Sci-Fi, Action",3.9,2024-02-16 10:45:49.542771,92.0
U0475,The Matrix,"Sci-Fi, Action",4.5,2024-06-09 10:45:49.542784,80.0
U0287,Pulp Fiction,"Crime, Drama",1.3,2025-03-03 10:45:49.542796,97.0
U0440,Star Wars,"Sci-Fi, Adventure",2.8,2024-12-14 10:45:49.542809,100.0
U0301,Forrest Gump,"Drama, Romance",2.6,2024-06-27 10:45:49.542821,57.0
U0054,The Godfather,"Crime, Drama",3.9,2024-11-12 10:45:49.542834,46.0
U0281,Star Wars,"Sci-Fi, Adventure",4.0,2024-11-15 10:45:49.542846,91.0
U0025,Star Wars,"Sci-Fi, Adventure",5.0,2025-01-20 10:45:49.542859,61.0
U0133,The Dark Knight,"Action, Thriller",3.1,2023-08-23 10:45:49.542871,92.0
U0353,Toy Story,"Animation, Comedy",2.3,2025-07-01 10:45:49.542884,66.0
U0305,Inception,"Sci-Fi, Thriller",4.0,2024-04-27 10:45:49.542897,94.0
U0100,Jurassic Park,"Adventure, Sci-Fi",2.2,2024-02-10 10:45:49.542910,56.0
U0342,The Dark Knight,"Action, Thriller",3.4,2025-07-05 10:45:49.542922,84.0
U0048,Jurassic Park,"Adventure, Sci-Fi",4.1,2025-03-05 10:45:49.542935,71.0
U0315,Toy Story,"Animation, Comedy",2.8,2024-12-06 10:45:49.542948,99.0
U0308,The Matrix,"Sci-Fi, Action",3.0,2024-06-12 10:45:49.542963,79.0
U0279,Inception,"Sci-Fi, Thriller",3.1,2025-02-14 10:45:49.542976,91.0
U0053,The Matrix,"Sci-Fi, Action",2.1,2025-06-02 10:45:49.542989,61.0
U0422,Jurassic Park,"Adventure, Sci-Fi",4.6,2025-01-10 10:45:49.543002,46.0
U0441,Titanic,"Romance, Drama",3.9,2025-05-18 10:45:49.543014,58.0
U0363,Interstellar,"Sci-Fi, Drama",3.5,2023-08-30 10:45:49.543027,67.0
U0345,Parasite,"Thriller, Drama",1.6,2023-12-28 10:45:49.543040,66.0
U0278,The Dark Knight,"Action, Thriller",2.9,2024-07-07 10:45:49.543053,92.0
U0401,Inception,"Sci-Fi, Thriller",3.6,2023-11-07 10:45:49.543066,76.0
U0005,The Avengers,"Action, Adventure",3.5,2024-11-15 10:45:49.543079,100.0
U0121,Forrest Gump,"Drama, Romance",4.3,2024-10-10 10:45:49.543091,81.0
U0468,The Lion King,"Animation, Family",3.5,2025-04-12 10:45:49.543104,38.0
U0308,The Lion King,"Animation, Family",3.9,2024-04-13 10:45:49.543117,89.0
U0211,Interstellar,"Sci-Fi, Drama",4.8,2024-05-13 10:45:49.543130,67.0
U0396,The Shawshank Redemption,Drama,4.0,2024-02-03 10:45:49.543143,89.0
U0467,The Lion King,"Animation, Family",3.6,2024-10-15 10:45:49.543155,71.0
U0001,The Dark Knight,"Action, Thriller",3.2,2024-03-26 10:45:49.543169,100.0
U0172,Star Wars,"Sci-Fi, Adventure",4.6,2024-10-24 10:45:49.543181,93.0
U0218,Toy Story,"Animation, Comedy",3.1,2024-11-20 10:45:49.543194,100.0
U0309,The Dark Knight,"Action, Thriller",4.2,2024-06-21 10:45:49.543206,93.0
U0352,Parasite,"Thriller, Drama",2.7,2024-10-29 10:45:49.543220,87.0
U0305,Forrest Gump,"Drama, Romance",3.1,2025-06-29 10:45:49.543232,76.0
U0410,The Lion King,"Animation, Family",3.8,2023-11-24 10:45:49.543245,67.0
U0309,Inception,"Sci-Fi, Thriller",2.3,2023-09-16 10:45:49.543271,80.0
U0066,Toy Story,"Animation, Comedy",2.6,2024-08-21 10:45:49.543284,81.0
U0293,The Lion King,"Animation, Family",3.3,2024-08-21 10:45:49.543296,100.0
U0138,The Lion King,"Animation, Family",2.7,2024-11-29 10:45:49.543312,74.0
U0449,Inception,"Sci-Fi, Thriller",2.2,2025-05-28 10:45:49.543325,59.0
U0319,Parasite,"Thriller, Drama",5.0,2023-08-22 10:45:49.543338,36.0
U0037,The Shawshank Redemption,Drama,2.9,2025-03-13 10:45:49.543350,52.0
U0132,Pulp Fiction,"Crime, Drama",4.3,2024-01-14 10:45:49.543363,65.0
U0380,The Dark Knight,"Action, Thriller",4.9,2023-09-17 10:45:49.543376,82.0
U0342,The Shawshank Redemption,Drama,3.3,2025-05-16 10:45:49.543389,74.0
U0032,The Matrix,"Sci-Fi, Action",3.5,2025-07-08 10:45:49.543401,78.0
U0262,Forrest Gump,"Drama, Romance",2.2,2023-09-13 10:45:49.543414,100.0
U0200,Forrest Gump,"Drama, Romance",4.7,2025-05-17 10:45:49.543427,58.0
U0288,Pulp Fiction,"Crime, Drama",3.1,2024-08-08 10:45:49.543440,88.0
U0272,The Dark Knight,"Action, Thriller",3.2,2025-06-15 10:45:49.543455,69.0
U0200,The Godfather,"Crime, Drama",3.2,2024-03-26 10:45:49.543468,73.0
U0276,Inception,"Sci-Fi, Thriller",4.1,2024-05-31 10:45:49.543483,43.0
U0112,Toy Story,"Animation, Comedy",3.6,2024-01-14 10:45:49.543498,100.0
U0163,The Dark Knight,"Action, Thriller",3.4,2025-05-09 10:45:49.543511,40.0
U0417,The Shawshank Redemption,Drama,2.8,2025-05-12 10:45:49.543524,100.0
U0286,The Matrix,"Sci-Fi, Action",3.3,2024-07-19 10:45:49.543537,47.0
U0269,The Avengers,"Action, Adventure",3.0,2025-03-10 10:45:49.543549,28.0
U0396,Parasite,"Thriller, Drama",4.2,2024-07-28 10:45:49.543562,99.0
U0459,The Avengers,"Action, Adventure",2.8,2024-05-24 10:45:49.543574,100.0
U0310,The Matrix,"Sci-Fi, Action",2.9,2025-04-23 10:45:49.543588,81.0
U0126,Star Wars,"Sci-Fi, Adventure",2.5,2024-09-15 10:45:49.543603,64.0
U0493,Titanic,"Romance, Drama",3.9,2024-12-25 10:45:49.543616,84.0
U0133,Inception,"Sci-Fi, Thriller",4.2,2023-11-09 10:45:49.543630,73.0
U0168,Parasite,"Thriller, Drama",4.2,2023-08-30 10:45:49.543648,94.0
U0354,The Avengers,"Action, Adventure",2.9,2024-05-27 10:45:49.543661,74.0
U0468,Parasite,"Thriller, Drama",2.7,2024-11-08 10:45:49.543674,45.0
U0362,Jurassic Park,"Adventure, Sci-Fi",4.6,2024-10-17 10:45:49.543687,78.0
U0160,Interstellar,"Sci-Fi, Drama",2.8,2023-10-24 10:45:49.543701,35.0
U0464,The Avengers,"Action, Adventure",3.5,2024-12-01 10:45:49.543713,47.0
U0259,The Godfather,"Crime, Drama",3.3,2025-02-24 10:45:49.543726,100.0
U0208,Titanic,"Romance, Drama",5.0,2023-09-08 10:45:49.543739,100.0
U0447,The Matrix,"Sci-Fi, Action",4.4,2023-11-21 10:45:49.543752,51.0
U0086,Inception,"Sci-Fi, Thriller",3.5,2024-06-18 10:45:49.543765,100.0
U0220,Forrest Gump,"Drama, Romance",5.0,2024-05-18 10:45:49.543777,34.0
U0274,Titanic,"Romance, Drama",3.9,2025-04-05 10:45:49.543790,73.0
U0303,The Matrix,"Sci-Fi, Action",5.0,2024-10-02 10:45:49.543803,65.0
U0084,The Lion King,"Animation, Family",2.4,2024-08-31 10:45:49.543816,78.0
U0447,Toy Story,"Animation, Comedy",1.4,2025-03-26 10:45:49.543828,17.0
U0111,The Shawshank Redemption,Drama,3.5,2024-11-22 10:45:49.543841,86.0
U0344,Parasite,"Thriller, Drama",2.8,2024-10-20 10:45:49.543854,100.0
U0154,The Dark Knight,"Action, Thriller",4.4,2023-12-05 10:45:49.543866,59.0
U0213,Parasite,"Thriller, Drama",2.0,2024-11-23 10:45:49.543879,50.0
U0093,Titanic,"Romance, Drama",4.0,2025-08-01 10:45:49.543891,70.0
U0076,Forrest Gump,"Drama, Romance",3.7,2023-09-19 10:45:49.543904,47.0
U0213,Parasite,"Thriller, Drama",4.8,2024-07-05 10:45:49.543917,100.0
U0392,Interstellar,"Sci-Fi, Drama",3.7,2025-06-10 10:45:49.543929,40.0
U0480,Interstellar,"Sci-Fi, Drama",4.5,2025-01-21 10:45:49.543942,100.0
U0275,The Avengers,"Action, Adventure",3.4,2024-12-25 10:45:49.543955,30.0
U0178,The Shawshank Redemption,Drama,4.0,2023-10-25 10:45:49.543967,100.0
U0438,The Lion King,"Animation, Family",3.1,2024-03-12 10:45:49.543980,62.0
U0474,Toy Story,"Animation, Comedy",3.6,2024-02-17 10:45:49.543993,45.0
U0356,Toy Story,"Animation, Comedy",4.9,2024-04-07 10:45:49.544006,87.0
U0235,The Shawshank Redemption,Drama,3.2,2024-02-21 10:45:49.544021,55.0
U0286,Titanic,"Romance, Drama",4.4,2025-02-20 10:45:49.544034,20.0
U0099,The Matrix,"Sci-Fi, Action",4.1,2025-02-28 10:45:49.544046,95.0
U0472,Forrest Gump,"Drama, Romance",3.0,2025-06-29 10:45:49.544058,67.0
U0131,The Matrix,"Sci-Fi, Action",2.7,2024-08-23 10:45:49.544071,52.0
U0383,Titanic,"Romance, Drama",3.6,2025-07-28 10:45:49.544084,98.0
U0330,Pulp Fiction,"Crime, Drama",5.0,2023-12-31 10:45:49.544096,74.0
U0463,Interstellar,"Sci-Fi, Drama",3.0,2024-08-25 10:45:49.544109,47.0
U0107,Inception,"Sci-Fi, Thriller",2.8,2024-08-12 10:45:49.544121,58.0
U0046,The Lion King,"Animation, Family",3.2,2024-02-14 10:45:49.544134,48.0
U0040,Inception,"Sci-Fi, Thriller",3.3,2024-12-13 10:45:49.544147,59.0
U0259,Toy Story,"Animation, Comedy",2.6,2024-09-18 10:45:49.544159,32.0
U0253,Star Wars,"Sci-Fi, Adventure",5.0,2025-05-26 10:45:49.544172,21.0
U0043,Interstellar,"Sci-Fi, Drama",4.3,2024-08-24 10:45:49.544185,76.0
U0403,The Godfather,"Crime, Drama",2.5,2025-06-15 10:45:49.544198,51.0
U0240,Parasite,"Thriller, Drama",3.5,2024-01-11 10:45:49.544211,92.0
U0300,Inception,"Sci-Fi, Thriller",3.2,2024-05-20 10:45:49.544224,86.0
U0158,Star Wars,"Sci-Fi, Adventure",3.8,2024-08-12 10:45:49.544237,72.0
U0205,Titanic,"Romance, Drama",3.8,2024-04-10 10:45:49.544249,100.0
U0216,Toy Story,"Animation, Comedy",4.7,2025-06-12 10:45:49.544262,90.0
